file,speaker,label
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/14881.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20516.wav,Adam Driver,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/3256.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28079.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/2943.wav,Lyndon Johnson,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6112.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12184.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6422.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19305.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30695.wav,Arnold Schwarzenegger,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/15785.wav,Gilbert Gottfried,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/5226.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/29088.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/21696.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17979.wav,Arnold Schwarzenegger,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20771.wav,Winston Churchill,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/15189.wav,George W. Bush,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12387.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/9350.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30741.wav,Harry Truman,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/4156.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12645.wav,George W. Bush,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/4237.wav,Malcolm X,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/24055.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/2879.wav,Martin Luther King,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/10012.wav,George Carlin,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/22994.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1278.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/9378.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6453.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/14969.wav,Richard Nixon,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/31517.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/3208.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6887.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6857.wav,Dwight Eisenhower,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/21900.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/8866.wav,George W. Bush,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/7375.wav,Nelson Mandela,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/25822.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19505.wav,Malcolm X,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/2208.wav,Louis Farrakhan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13691.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/18346.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19967.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12406.wav,Mark Zuckerberg,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/3246.wav,Christopher Hitchens,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/3122.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/27064.wav,Winston Churchill,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/5220.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/5572.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1092.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19620.wav,Orson Welles,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/8731.wav,The Notorious B.I.G.,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30777.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12291.wav,George Carlin,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28168.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20105.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/26183.wav,Christopher Hitchens,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/4810.wav,Queen Elizabeth II,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/16367.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17601.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/25154.wav,Boris Johnson,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20161.wav,Alan Watts,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30391.wav,Richard Nixon,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/31596.wav,Malcolm X,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/5018.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/23712.wav,Milton Friedman,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12252.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20578.wav,Donald Trump,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1427.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/25787.wav,Arnold Schwarzenegger,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/7481.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12408.wav,Mark Zuckerberg,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19985.wav,Milton Friedman,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/14045.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1298.wav,Martin Luther King,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30318.wav,Donald Trump,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/4404.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/18975.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6824.wav,Richard Nixon,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/11247.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/7047.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28570.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/22757.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20812.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/21614.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/14386.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/27458.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/5501.wav,Nelson Mandela,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19920.wav,Mark Zuckerberg,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12542.wav,Milton Friedman,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/23645.wav,FDR,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/10009.wav,Christopher Hitchens,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/29344.wav,Alexandria Ocasio-Cortez,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/31627.wav,Christopher Hitchens,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17281.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/10368.wav,Christopher Hitchens,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/7431.wav,Alexandria Ocasio-Cortez,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/4596.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/23034.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13487.wav,Christopher Hitchens,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30447.wav,Tucker Carlson,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/22453.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/7739.wav,2Pac,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30032.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/18513.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13651.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/22411.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6377.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/27914.wav,Richard Nixon,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13160.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19111.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/23163.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28607.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/16180.wav,Bob Ross,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/2622.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/24456.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19471.wav,Arnold Schwarzenegger,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/27951.wav,Christopher Hitchens,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/23111.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/83.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12930.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/26856.wav,Winston Churchill,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/14272.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/18413.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/29143.wav,William F. Buckley,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13952.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1328.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28407.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/7474.wav,Orson Welles,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13514.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/8827.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/4915.wav,JFK,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20732.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/26821.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30004.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30225.wav,Mr. Rogers,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/15505.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/21290.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17583.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/16942.wav,Christopher Hitchens,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/7998.wav,Milton Friedman,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/10562.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/11074.wav,Mr. Rogers,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17990.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/16811.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/23914.wav,George W. Bush,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/29471.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/16533.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/24583.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/14338.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6552.wav,Alan Watts,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/9000.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6865.wav,Alexandria Ocasio-Cortez,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/15430.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13512.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20439.wav,Mr. Rogers,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/23709.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13164.wav,Richard Nixon,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20188.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1516.wav,George W. Bush,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/31549.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28175.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28293.wav,JFK,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/19046.wav,Mark Zuckerberg,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/29212.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/11194.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1441.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/8304.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/4227.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/5282.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/16810.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/27761.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/7932.wav,Bill Burr,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/16146.wav,JFK,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1255.wav,Christopher Hitchens,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/11846.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/3160.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/21203.wav,Boris Johnson,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/4739.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13361.wav,The Notorious B.I.G.,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17189.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/30646.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/1188.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/5215.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20575.wav,Milton Friedman,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17050.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/15294.wav,Arnold Schwarzenegger,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/499.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/18878.wav,Martin Luther King,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/24040.wav,Arnold Schwarzenegger,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/25438.wav,William F. Buckley,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12375.wav,Boris Johnson,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6211.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/31308.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/24113.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/11488.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/9006.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/20873.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/22715.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/24872.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/6633.wav,Kanye West,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12618.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/11558.wav,John Cleese,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/26590.wav,Arnold Schwarzenegger,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/25025.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17526.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/25323.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/24732.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28336.wav,Nelson Mandela,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/16758.wav,Queen Elizabeth II,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/17931.wav,Queen Elizabeth II,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/10004.wav,Alan Watts,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/27713.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/21346.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/12193.wav,Boris Johnson,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28446.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/13325.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/9003.wav,Orson Welles,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/5742.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/21724.wav,Barack Obama,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/28419.wav,Alec Guinness,real
